n,Yaw,Pitch,Roll,Lift,Drag,Side
383,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
384,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
385,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
386,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
387,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
388,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
389,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
390,95.89048,5.2356,-0.09438,-9.15607,12.51464,-3.612
391,95.89048,5.2356,-0.09438,-9.15607,12.51464,-3.612
392,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
393,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
394,95.89048,5.2356,-0.09438,-9.15607,12.51464,-3.59491
395,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
396,95.89048,5.2356,-0.09438,-9.15607,12.51464,-3.612
397,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
398,95.89048,5.2356,-0.09438,-9.15607,12.51464,-3.612
399,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
400,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
401,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
402,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
403,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
404,95.89048,5.2356,-0.09438,-9.15607,12.51464,-3.612
405,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
406,95.89048,5.2356,-0.09438,-9.15607,12.51464,-3.612
407,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
408,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
409,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
410,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
411,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
412,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
413,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
414,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
415,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
416,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
417,95.89048,5.2356,-0.09438,-9.15607,12.53208,-3.612
418,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
419,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
420,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
421,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
422,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.19691
423,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
424,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
425,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
426,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
427,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
428,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
429,82.19184,6.1082,-0.09438,-12.34079,17.00632,-4.2139999999999995
